"original_text","normalize_text","language","category","flag","last_update","remark"
"sahaje","sahaja",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"saje","sahaja",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"salepas","selepas",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"samajuga","sama juga",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"samapi","sampai",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"samasa","semas",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"samasekali","sama sekali",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sambong","sambung",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sambungn","sambungan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"samgat","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sanagt","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sangatbagus","sangat bagus",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sangatbaik","sangat baik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sangatmemuaskan","sangat memuaskan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sangatmudah","sangat mudah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sangatnmudah","sangat mudah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sangatt","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sangatttt","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sangguh","sungguh",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sangst","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sansangat","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sapertl","seperti",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sastified","satisfied",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satelah","setelah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satiafied","satisfied",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satified","satisfied",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satify","satisfy",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satifying","satisfying",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satisfield","satisfied",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satisfsctory","satisfactory",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satisty","satisfy",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satle","settle",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"satus","status",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"saudra","saudara",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sayaakan","saya akan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sayabagi","saya bagi",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sayapun","saya pun",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sbab","sebab",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sbagus","bagus",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sbelum","sebelum ",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sbentar","sebentar",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sbgmana","sebagaimana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sblh","sebelah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sblom","sebelum",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sblum","sebelum",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sbnar","sebenar",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sbnr","sebenar",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sbrang","sebarang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sdah","sudah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sdang","sedang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sdaya","sedaya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sderhana","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sdia","sedia",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sebabkan","disebabkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sebabkn","disebabkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sebantar","sebentar",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sebarangbcaj","sebarangan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sebb","sebab",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sebelom","sebelum",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sebelumni","sebelum ini",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sebener","sebenar",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"seblum","sebelum",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sebok","sibuk",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sedahana","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sedangka","sedangkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sedarhana","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sedehane","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sederana","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sederhama","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sederhanalah","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sederhane","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sediri","sendiri",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"seervice","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"seevice","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"seevis","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"segaalanyaa","segalanya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"segalanyer","segalanya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"segalaurusan","segala urusan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"segalq","segala",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sehigga","sehingga",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sehingalah","sehingga",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sehingg","sehingga",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sehinggah","sehingga",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sehinggan","sehingga",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sehinggat","sehingga",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"seiesai","selesai",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sekarangbelum","sekarang belum",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sekarg","sekarang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sekejab","sekejap",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sekejp","sekejap",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sekrang","sekarang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sekrg","sekarang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sekrng","sekarang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sekurgnya","sekurangnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selanjutny","selanjutnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selapas","selepas",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selasai","selesai",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selasaikan","selesaikan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selasaimasalah","selesai masalah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selengarakan","selenggarakan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selesaian","penyelesaian",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selesaik","selesaikan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selesaikanya","selesaikannya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selesaikn","selesaikan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selesaimasalah","selesai masalah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"seleseai","selesai",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selespas","selepas",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selmt","selamat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selosai","selesai",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selpas","selepas",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selps","selepas",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selsai","selesai",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"selsesai","selesai",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"semggu","seminggu",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"semingu","seminggu",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"semmpurna","sempurna",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"semnggu","seminggu",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"semsa","semasa",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"semuanye","semuanya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"semue","semua",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"semulaa","semula",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"senamg","senang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"senanag","senang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"senangberurusan","senang berurusan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"senangdi","senang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"senanng","senang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"senderhana","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"senderi","sendiri",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sendir","sendiri",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sentasa","sentiasa",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sentiase","sentiasa",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"seorng","seorang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepajang","sepanjang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepanjng","sepanjang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepatotnya","sepatutnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepaturnya","sepatutnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepatutly","sepatutnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepatutny","sepatutnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepatutnye","sepatutnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepatutnyer","sepatutnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepenoh","sepenuhnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepenohnya","sepenuhnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepenuhnys","sepenuhnya",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"seperate","separate",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"seperately","separately",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepert","seperti",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sepnjng","sepanjang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sercive","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sercives","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sercvice","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serdahana","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serdehana","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serderhana","sederhana",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serelah","setelah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serivce","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serive","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serivice","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serounding","surrounding",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serrvice","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serupe","serupa",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servce","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servces","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servcies","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serveis","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servey","survey",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serviceaftermaintanance","service after maintenance",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servicenya","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servicer","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servicesing","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servicesmen","service man",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servicesnya","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servicess","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servicewell","service well",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servicr","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servics","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servid","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servie","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servier","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servies","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servieses","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serviice","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servisbaik","servis baik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"serviscemerlang","servis cemerlang",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servise","servis",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servises","servis",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servising","servis",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servisterbaik","servis terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servive","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servives","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servjce","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servos","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servs","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"servtce","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sesangat","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sesanngat","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"setabil","stabil",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"setalah","setelah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"setelkan","settle",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"setiasa","sentiasa",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"setisfied","satisfied",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"setle","settle",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"settel","settle",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"setteled","settle",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"settelt","settle",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"settlekan","settle",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"setvice","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sevices","services",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sevis","servis",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sevsie","service",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgala","segala",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sggt","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgguh","sungguh",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgka","sangka",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgla","segala",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgra","segera",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgtbaik","sangat baik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgtmdah","sangat mudah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgtmemuaskan","sangat memuaskan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgtmudah","sangat mudah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sgtt","sangat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"shaja","sahaja",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"shedule","schedule",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"shinga","sehingga",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"shja","sahaja",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"shoul","should",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"shouldn","should not",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"shuld","should",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"siapkn","siapkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sibok","sibuk",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"silapan","kesilapan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"silapnya","silap",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"silapnye","silap",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"sistemetik","sistematik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"skaala","skala",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"skalaa","skala",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"skalabagus","skala bagus",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"skalabaik","skala baik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tetapimasalahmasatemujanjitidak","tetapi masalah masa temujanji tidak","Malay","MANUAL_TAG","1","2017-07-18 09:47:29","-"
"tetapkn","tetapkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tetbaik","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tetep","tetap",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tetima","terima",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tetimakasih","terima kasih",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tetlalu","terlalu",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tetminate","terminate",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tetpi","tetapi",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tetsebut","tersebut",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"texhnician","technician",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tgal","tinggal",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tggi","tinggi",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tghri","tengahari",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tgkat","tingkat",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tgktkan","tingkatkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thangks","thanks",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thaniah","tahniah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thanjs","thanks",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thankd","thank",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thanksforservicing","thanks for servicing",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thanku","thank you",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thankyou","thank you",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thankz","thanks",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thannk","thank",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thanq","thank",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thanx","thank",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thanyou","thank you",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thap","tahap",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thau","tahu",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"therbaiklaaa","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"therima","terima",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thnih","tahniah",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thnk","thank",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thnks","thanks",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thnkyou","thank you",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thnkyu","thank you",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thnx","thank",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorbaek","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorbaekk","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorbaekkk","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorbaekkkkk","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorbaik","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorbaikk","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorbaikkkk","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorboek","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorougly","thoroughly",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thorrrbaiikkkk","terbaik",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tht","that",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thumbsup","thumbs up",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thumbup","thumbs up",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thumps","thumbs",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thun","tahun",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"thxs","thanks",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tiadaa","tiada",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tiadakomen","tiada komen",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tiadapn","tiada pun",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tiade","tiada",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tiadr","tiada",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tiads","tiada",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tidaj","tidak",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tidakan","tindakan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tidakberfungsi","tidak berfungsi",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tidaklh","tidak",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tidaksampai","tidak sampai",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tidorr","tidur",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tidsk","tidak",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"timakasih","terima kasih",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"timeframe","time frame",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tindaka","tindakan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tindakam","tindakan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tindakanpun","tindakan pun",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tindakbalas","tindak balas",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tindake","tindakan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"tindakkn","tindakan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membaikpulihnya","membaikpulihkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membangakan","membanggakan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membanty","membantu",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"memberangsangkn","memberangsangkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"memberansangkan","memberangsangkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"memberansangkn","memberangsangkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membetulkannya","membetulkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membntu","membantu",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membosan","membosankan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membosangkan","membosankan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membuaskan","membuahkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membuatkn","membuatkan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"membukti","membuktikan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"memeberi","memberi",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
"mememuaskan","memuaskan",\N,"MANUAL_TAG","1","2017-07-17 10:12:26",\N
